strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,score_liq_breakout_adj,s_breakout,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,bs_score_v2,74.45,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq_top_20_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,bs_score_v2,74.42,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,score,80.06,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
tiered_liquidity_then_score,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score,79.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score_liq_breakout_adj,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score_liq_breakout_adj,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score_liq_breakout_adj,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,score_liq_breakout_adj,80.06,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
tiered_liquidity_then_liq_breakout_adj,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score_liq_breakout_adj,79.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,bs_score_v2,74.79,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,74.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,bs_score_v2,74.15,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
tiered_liquidity_then_bs_v2,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,bs_score_v2,73.75,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq20_score_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_score_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq20_score_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq20_score_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq20_score_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,score,81.82,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
liq20_score_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_score_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq20_score_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq20_score_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score,82.0189,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_score_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq20_score_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score,83.61149999999999,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_score_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_score_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq20_score_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq20_score_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,score,81.94,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,score,86.0004,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,score,83.25,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300782,卓胜微,,0,score,82.79,82.79,82.79,98.32,28.9,74.15,,,,,,,99.58,104.78,0.052219321148825104
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002491,通鼎互联,,0,score,82.77,82.77,82.77,99.62,28.96,73.75,,,,,,,15.5,16.83,0.08580645161290312
liq20_score_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603259,药明康德,,1,score,82.5552,76.44,76.44,97.71,29.73,72.15,,,,,TRADE,,106.0,100.19,-0.05481132075471695
liq20_bs_score_v2_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_bs_score_v2_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,bs_score_v2,74.79,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
liq20_bs_score_v2_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,74.63,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_bs_score_v2_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,bs_score_v2,74.45,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq20_bs_score_v2_b_bonus_0pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,bs_score_v2,74.42,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
liq20_bs_score_v2_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_bs_score_v2_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,76.8689,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_bs_score_v2_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,300456,赛微电子,,0,bs_score_v2,74.79,80.06,80.06,97.8,29.14,74.79,,,,,,,54.2404,47.4553,-0.1250931040331561
liq20_bs_score_v2_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002957,科瑞技术,,0,bs_score_v2,74.45,81.94,81.94,97.62,25.74,74.45,,,,,,,37.37,47.03,0.2584961198822586
liq20_bs_score_v2_b_bonus_3pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,000703,恒逸石化,,0,bs_score_v2,74.42,81.82,81.82,98.94,25.75,74.42,,,,,,,15.59,14.98,-0.03912764592687612
liq20_bs_score_v2_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,78.36149999999999,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_bs_score_v2_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_bs_score_v2_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603259,药明康德,,1,bs_score_v2,75.75750000000001,76.44,76.44,97.71,29.73,72.15,,,,,TRADE,,106.0,100.19,-0.05481132075471695
liq20_bs_score_v2_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002475,立讯精密,,1,bs_score_v2,75.012,74.48,74.48,98.97,29.91,71.44,,,,,WATCH,,55.42,67.77,0.22284373872248264
liq20_bs_score_v2_b_bonus_5pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603061,金海通,,1,bs_score_v2,74.82300000000001,75.43,75.43,99.62,24.95,71.26,,,,,TRADE,,457.124,246.44,-0.46089026172329617
liq20_bs_score_v2_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,600176,中国巨石,,1,bs_score_v2,80.6004,79.63,79.63,97.68,29.02,74.63,,,,,TRADE,,29.34,33.52,0.14246762099522847
liq20_bs_score_v2_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603259,药明康德,,1,bs_score_v2,77.92200000000001,76.44,76.44,97.71,29.73,72.15,,,,,TRADE,,106.0,100.19,-0.05481132075471695
liq20_bs_score_v2_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,002475,立讯精密,,1,bs_score_v2,77.15520000000001,74.48,74.48,98.97,29.91,71.44,,,,,WATCH,,55.42,67.77,0.22284373872248264
liq20_bs_score_v2_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603588,高能环境,,0,bs_score_v2,77.08,83.25,83.25,99.62,28.45,77.08,,,,,,,18.3301,15.3909,-0.160348279605676
liq20_bs_score_v2_b_bonus_8pct,2026-04-09,2026-04-10,2026-04-23,10,10,5,603061,金海通,,1,bs_score_v2,76.9608,75.43,75.43,99.62,24.95,71.26,,,,,TRADE,,457.124,246.44,-0.46089026172329617
