strategy,signal_date,entry_date,exit_date,hold_days,rebalance_step,selected_count,symbol,name,industry,is_bs_candidate,sort_col,rank_score,score,s_liquidity,bs_score_v2,bs_consensus_score,bs_model_rank_score,bs_model_prob,bs_model_expected_mdd,pool_type,bs_gate_label,entry_open,exit_close,gross_ret
liq20_bs_score_v2_b_bonus_8pct,2026-04-01,2026-04-02,2026-04-16,10,1,5,002361,神剑股份,,0,bs_score_v2,72.88,82.09,28.74,72.88,,,,,,,17.1,19.26,0.12631578947368416
liq20_bs_score_v2_b_bonus_8pct,2026-04-01,2026-04-02,2026-04-16,10,1,5,002980,华盛昌,,0,bs_score_v2,70.71,74.19,25.48,70.71,,,,,,,44.78,66.47,0.48436802143814206
liq20_bs_score_v2_b_bonus_8pct,2026-04-01,2026-04-02,2026-04-16,10,1,5,002580,圣阳股份,,0,bs_score_v2,70.58,74.59,26.39,70.58,,,,,,,17.6,27.8,0.5795454545454544
baseline_full_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,82.36,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
baseline_full_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,300692,中赋科技,,0,score,80.95,80.95,14.78,70.49,,,,,,,8.63,8.66,0.0034762456546928444
baseline_full_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
baseline_full_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,603429,集友股份,,0,score,80.05,80.05,10.64,67.68,,,,,,,10.82,9.98,-0.077634011090573
baseline_full_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,301015,百洋医药,,0,score,79.76,79.76,14.72,71.82,,,,,,,26.0,26.53,0.020384615384615445
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,72.97,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,300055,万邦达,,1,bs_score_v2,72.72,76.38,23.65,72.72,,,,,TRADE,,12.1,12.38,0.023140495867768784
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,002940,昂利康,,1,bs_score_v2,68.54,73.49,20.28,68.54,,,,,WATCH,,35.0,39.16,0.11885714285714277
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,600976,健民集团,,1,bs_score_v2,66.6,72.81,10.0,66.6,,,,,WATCH,,35.7601,34.3005,-0.04081644066990864
baseline_b_score_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,002821,凯莱英,,1,bs_score_v2,66.24,73.66,25.6,66.24,,,,,WATCH,,125.01,114.41,-0.08479321654267669
baseline_full_liquidity,2026-04-02,2026-04-03,2026-04-17,10,1,5,300502,新易盛,,0,s_liquidity,30.0,51.08,30.0,60.15,,,,,,,457.0,589.0,0.288840262582057
baseline_full_liquidity,2026-04-02,2026-04-03,2026-04-17,10,1,5,300308,中际旭创,,0,s_liquidity,29.99,50.6,29.99,54.89,,,,,,,600.7095,852.0063,0.41833332084809705
baseline_full_liquidity,2026-04-02,2026-04-03,2026-04-17,10,1,5,300274,阳光电源,,0,s_liquidity,29.99,35.87,29.99,42.8,,,,,,,127.2,132.75,0.04363207547169812
baseline_full_liquidity,2026-04-02,2026-04-03,2026-04-17,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,60.64,29.98,56.61,,,,,,,406.2728,451.1659,0.11049989071382571
baseline_full_liquidity,2026-04-02,2026-04-03,2026-04-17,10,1,5,000988,华工科技,,0,s_liquidity,29.98,34.65,29.98,48.8,,,,,,,102.4,116.68,0.13945312499999996
liq_top_10_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,82.36,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq_top_10_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq_top_10_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,score,77.74,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq_top_10_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000890,法尔胜,,0,score,76.58,76.58,27.53,68.8,,,,,,,15.56,12.41,-0.20244215938303345
liq_top_10_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,688313,仕佳光子,,0,score,74.4,74.4,29.43,68.25,,,,,,,95.9,125.79,0.31167883211678826
liq_top_20_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,82.36,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq_top_20_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq_top_20_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq_top_20_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,score,79.38,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq_top_20_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,score,77.74,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq_top_30_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,82.36,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq_top_30_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq_top_30_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq_top_30_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,score,79.38,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq_top_30_then_score,2026-04-02,2026-04-03,2026-04-17,10,1,5,000593,德龙汇能,,0,score,78.65,78.65,22.37,71.73,,,,,,,16.9,18.76,0.11005917159763334
liq_top_20_then_bs_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,72.97,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq_top_20_then_bs_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,bs_score_v2,72.76,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq_top_20_then_bs_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,bs_score_v2,71.77,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq_top_20_then_bs_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,bs_score_v2,71.3,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq_top_20_then_bs_v2,2026-04-02,2026-04-03,2026-04-17,10,1,5,600428,中远海特,,0,bs_score_v2,71.1,75.86,24.9,71.1,,,,,,,9.7,9.04,-0.06804123711340204
liq20_score_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,82.36,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_score_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_score_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq20_score_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,score,79.38,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_score_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,score,77.74,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq20_score_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,84.8308,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_score_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_score_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq20_score_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,score,79.38,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_score_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,score,77.74,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq20_score_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,86.47800000000001,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_score_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_score_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq20_score_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,score,79.38,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_score_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002294,信立泰,,1,score,79.0755,75.31,25.22,65.6,,,,,TRADE,,66.96,58.75,-0.1226105137395459
liq20_score_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,score,88.9488,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_score_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002294,信立泰,,1,score,81.3348,75.31,25.22,65.6,,,,,TRADE,,66.96,58.75,-0.1226105137395459
liq20_score_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,score,80.61,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_score_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,603778,国晟科技,,0,score,79.65,79.65,29.41,70.61,,,,,,,29.15,24.25,-0.16809605488850765
liq20_score_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002821,凯莱英,,1,score,79.5528,73.66,25.6,66.24,,,,,WATCH,,125.01,114.41,-0.08479321654267669
liq20_bs_score_v2_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,72.97,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_bs_score_v2_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,bs_score_v2,72.76,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_bs_score_v2_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,bs_score_v2,71.77,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_bs_score_v2_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,bs_score_v2,71.3,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq20_bs_score_v2_b_bonus_0pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600428,中远海特,,0,bs_score_v2,71.1,75.86,24.9,71.1,,,,,,,9.7,9.04,-0.06804123711340204
liq20_bs_score_v2_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,75.1591,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_bs_score_v2_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,bs_score_v2,72.76,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_bs_score_v2_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,bs_score_v2,71.77,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_bs_score_v2_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,bs_score_v2,71.3,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq20_bs_score_v2_b_bonus_3pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600428,中远海特,,0,bs_score_v2,71.1,75.86,24.9,71.1,,,,,,,9.7,9.04,-0.06804123711340204
liq20_bs_score_v2_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,76.6185,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_bs_score_v2_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,bs_score_v2,72.76,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_bs_score_v2_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,bs_score_v2,71.77,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_bs_score_v2_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,bs_score_v2,71.3,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
liq20_bs_score_v2_b_bonus_5pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600428,中远海特,,0,bs_score_v2,71.1,75.86,24.9,71.1,,,,,,,9.7,9.04,-0.06804123711340204
liq20_bs_score_v2_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,000001,平安银行,,1,bs_score_v2,78.80760000000001,82.36,27.18,72.97,,,,,TRADE,,11.28,11.01,-0.02393617021276595
liq20_bs_score_v2_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002082,万邦德,,0,bs_score_v2,72.76,80.61,26.32,72.76,,,,,,,32.89,29.28,-0.10975980541197927
liq20_bs_score_v2_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,600015,华夏银行,,0,bs_score_v2,71.77,79.38,24.56,71.77,,,,,,,7.47,7.14,-0.04417670682730923
liq20_bs_score_v2_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,002821,凯莱英,,1,bs_score_v2,71.5392,73.66,25.6,66.24,,,,,WATCH,,125.01,114.41,-0.08479321654267669
liq20_bs_score_v2_b_bonus_8pct,2026-04-02,2026-04-03,2026-04-17,10,1,5,688331,荣昌生物,,0,bs_score_v2,71.3,77.74,27.68,71.3,,,,,,,145.0,150.11,0.03524137931034499
baseline_full_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,600488,津药药业,,0,score,83.67,83.67,13.49,65.0,,,,,,,7.3,6.41,-0.12191780821917808
baseline_full_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,605056,咸亨国际,,0,score,82.67,82.67,18.81,73.21,,,,,,,26.0,29.06,0.11769230769230754
baseline_full_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
baseline_full_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,002038,双鹭药业,,0,score,78.96,78.96,23.99,73.33,,,,,,,8.64,7.61,-0.11921296296296302
baseline_full_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,002328,新朋股份,,0,score,78.27,78.27,21.47,74.97,,,,,,,7.91,12.51,0.5815423514538558
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,600522,中天科技,,1,bs_score_v2,66.01,62.85,29.76,66.01,,,,,WATCH,,30.82,30.95,0.004218040233614495
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,300166,东方国信,,1,bs_score_v2,65.11,59.65,29.1,65.11,,,,,,,15.1,16.3,0.07947019867549665
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,601975,招商南油,,1,bs_score_v2,64.94,55.17,28.93,64.94,,,,,,,5.22,4.4,-0.15708812260536387
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,002466,天齐锂业,,1,bs_score_v2,63.36,62.94,29.21,63.36,,,,,WATCH,,55.7,66.82,0.19964093357271073
baseline_b_score_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,600988,赤峰黄金,,1,bs_score_v2,63.01,56.25,29.38,63.01,,,,,,,44.6,44.24,-0.008071748878923701
baseline_full_liquidity,2026-04-03,2026-04-07,2026-04-20,10,1,5,300502,新易盛,,0,s_liquidity,30.0,59.64,30.0,66.24,,,,,,,450.0,583.0,0.29555555555555557
baseline_full_liquidity,2026-04-03,2026-04-07,2026-04-20,10,1,5,300308,中际旭创,,0,s_liquidity,29.99,55.19,29.99,63.17,,,,,,,608.719,851.0051,0.3980261828528433
baseline_full_liquidity,2026-04-03,2026-04-07,2026-04-20,10,1,5,300274,阳光电源,,0,s_liquidity,29.99,29.36,29.99,39.68,,,,,,,123.5,135.2,0.09473684210526301
baseline_full_liquidity,2026-04-03,2026-04-07,2026-04-20,10,1,5,300750,宁德时代,,0,s_liquidity,29.98,47.72,29.98,60.74,,,,,,,396.0957,439.2825,0.10903122654449415
baseline_full_liquidity,2026-04-03,2026-04-07,2026-04-20,10,1,5,000988,华工科技,,0,s_liquidity,29.98,43.63,29.98,55.56,,,,,,,104.88,114.98,0.09630053394355453
liq_top_10_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq_top_10_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq_top_10_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq_top_10_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,688195,腾景科技,,0,score,74.37,74.37,29.13,69.92,,,,,,,332.0,353.62,0.06512048192771092
liq_top_10_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,300620,光库科技,,0,score,74.24,74.24,29.65,69.65,,,,,,,222.25,250.92,0.12899887514060726
liq_top_20_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq_top_20_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq_top_20_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq_top_20_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq_top_20_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,300531,优博讯,,0,score,75.18,75.18,24.65,69.32,,,,,,,19.06,20.54,0.07764952780692558
liq_top_30_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq_top_30_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,002038,双鹭药业,,0,score,78.96,78.96,23.99,73.33,,,,,,,8.64,7.61,-0.11921296296296302
liq_top_30_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,002328,新朋股份,,0,score,78.27,78.27,21.47,74.97,,,,,,,7.91,12.51,0.5815423514538558
liq_top_30_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq_top_30_then_score,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq_top_20_then_bs_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,bs_score_v2,74.58,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq_top_20_then_bs_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,600867,通化东宝,,0,bs_score_v2,71.11,74.48,24.01,71.11,,,,,,,9.93,10.08,0.015105740181268867
liq_top_20_then_bs_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,000951,中国重汽,,0,bs_score_v2,70.87,73.8,24.22,70.87,,,,,,,24.52,23.59,-0.037928221859706346
liq_top_20_then_bs_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,002947,恒铭达,,0,bs_score_v2,70.37,74.0,24.17,70.37,,,,,,,54.1271,72.25,0.3348211893857236
liq_top_20_then_bs_v2,2026-04-03,2026-04-07,2026-04-20,10,1,5,600487,亨通光电,,0,bs_score_v2,70.11,74.04,29.92,70.11,,,,,,,58.35,60.89,0.043530419880034366
liq20_score_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_score_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq20_score_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq20_score_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq20_score_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,300531,优博讯,,0,score,75.18,75.18,24.65,69.32,,,,,,,19.06,20.54,0.07764952780692558
liq20_score_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_score_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq20_score_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq20_score_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq20_score_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,300531,优博讯,,0,score,75.18,75.18,24.65,69.32,,,,,,,19.06,20.54,0.07764952780692558
liq20_score_b_bonus_5pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_score_b_bonus_5pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq20_score_b_bonus_5pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq20_score_b_bonus_5pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq20_score_b_bonus_5pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,300531,优博讯,,0,score,75.18,75.18,24.65,69.32,,,,,,,19.06,20.54,0.07764952780692558
liq20_score_b_bonus_8pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,score,82.36,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_score_b_bonus_8pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,603122,合富中国,,0,score,75.52,75.52,24.73,66.2,,,,,,,19.1,16.38,-0.14240837696335085
liq20_score_b_bonus_8pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600869,远东股份,,0,score,75.51,75.51,27.58,61.83,,,,,,,15.51,15.51,0.0
liq20_score_b_bonus_8pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,601869,长飞光纤,,0,score,75.38,75.38,29.79,69.89,,,,,,,351.5,385.0,0.09530583214793742
liq20_score_b_bonus_8pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,300531,优博讯,,0,score,75.18,75.18,24.65,69.32,,,,,,,19.06,20.54,0.07764952780692558
liq20_bs_score_v2_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,bs_score_v2,74.58,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_bs_score_v2_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600867,通化东宝,,0,bs_score_v2,71.11,74.48,24.01,71.11,,,,,,,9.93,10.08,0.015105740181268867
liq20_bs_score_v2_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,000951,中国重汽,,0,bs_score_v2,70.87,73.8,24.22,70.87,,,,,,,24.52,23.59,-0.037928221859706346
liq20_bs_score_v2_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,002947,恒铭达,,0,bs_score_v2,70.37,74.0,24.17,70.37,,,,,,,54.1271,72.25,0.3348211893857236
liq20_bs_score_v2_b_bonus_0pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600487,亨通光电,,0,bs_score_v2,70.11,74.04,29.92,70.11,,,,,,,58.35,60.89,0.043530419880034366
liq20_bs_score_v2_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,301183,东田微,,0,bs_score_v2,74.58,82.36,27.32,74.58,,,,,,,167.5,193.19,0.1533731343283582
liq20_bs_score_v2_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,600867,通化东宝,,0,bs_score_v2,71.11,74.48,24.01,71.11,,,,,,,9.93,10.08,0.015105740181268867
liq20_bs_score_v2_b_bonus_3pct,2026-04-03,2026-04-07,2026-04-20,10,1,5,000951,中国重汽,,0,bs_score_v2,70.87,73.8,24.22,70.87,,,,,,,24.52,23.59,-0.037928221859706346
