名称,SinaApp,,现价,5日移动均线,10日移动均线,20日移动均线,市盈增长比率,公允价值,公允价值上行边际,公允价值不确定性,贝塔(5年),价格动能评分,现金流评分,财务成长稳健度评分,盈利评分,atr_14d,交易量(仅交易日),流通股份,市值(经调整),预期净利润增长率,毛利率,税前利润率,1周价格总回报,年初至今的价格总回报,市盈率(经调整),technical_signal_1d,technical_signal_1w,EV/EBITDA增长率,PEGY比率,每股股息(不包括特别股息及未就拆股调整)
东风汽车,#N/A,600006,7.61,7.794,7.861,7.6555,-5.753269323,6.0682,-0.2026,中性,0.830633,2.776354167,1.77566,0.876986957,1.407414583,0.3264,52157960,2000000000,15100000000,NM,0.015253,-0.000213923,-0.088164251,0.025130324,-30.7970714,中性,中性,NM-,-5.757505898,0.005
上海机场,600009,600009,32.36,32.686,32.443,32.1660604274658,0.920620857,35.4066,0.0941,最低,0.555228,1.8232,3.41489,3.462758696,2.796647917,0.4614,22944340,2488481300,80427715616,0.141447019,0.228168,0.231933548,-0.014333638,-0.044706169,51.15415784,中性,中性,NM-,0.887159337,0.12
华电国际,600027,600027,5.37,5.39,5.384,5.3645,0.482122015,4.5817,-0.1468,中性,-,2.633879167,2.164615,2.9076175,2.164604167,0.09,180078800,11611774184,59203225821,0.385783601,0.100337,0.081386607,-0.034608379,-0.032598615,11.78947134,强力卖出,强力卖出,0.039703535,0.376849794,0.15
歌华有线,#N/A,600037,9.63,9.132,9.102,9.023,-6.054016742,9.9371,0.0319,中性,0.527245,2.832916667,3.4423625,1.802015217,1.54933125,0.4,22895920,1391777884,12386823167,4.711114318,0.066438,-0.004434411,-0.034707158,0.197328409,-187.8340124,强力买入,强力买入,NM-,-6.030864327,0.027
四川路桥,600039,600039,8.91,8.526,8.417,8.4055,3.995764805,7.4748,-0.1611,中性,-,3.36095,1.772625,2.21505625,2.96661875,0.2186,46535010,8695590645,75303814985,-0.064329455,0.155606,0.083040904,0.034647551,0.241268532,11.2246382,强力买入,买入,0.830240522,0.819497438,0.517
九鼎投资,#N/A,600053,18.52,18.262,18.393,18.063,0.032388528,12.9405,-0.3013,中性,1.219931,2.612733333,3.32442,1.444610417,0.992816667,0.9786,10783100,433540800,7981486128,-2.838246812,0.506369,-1.1395167,-0.006475985,0.327325162,-205.7018522,强力买入,强力买入,NM-,0.032388528,0
黄山旅游,#N/A,600054,12.3,12.102,12.115,11.924,-1.468073124,13.4904,0.0968,最低,0.607756,2.826454167,3.7625275,3.066177083,3.510197917,0.2671,18471030,729379440,7383409956,0.1512368,0.511925,0.260897584,0.003284072,0.097879333,21.721493,强力买入,强力买入,0.01522439,-1.615662149,0.172
万东医疗,600055,600055,17.89,17.814,17.832,17.7415,-465.31%,15.7257,-12.10%,最低,-0.122238,2.6372875,3.35525,2.562152083,2.269777083,0.4143,11818520,703061058,12465272558,94.59%,36.25%,10.58%,-1.12%,18.31%,82.85469714,强力买入,强力买入,NM-,-4.865044243,0.13
五矿发展,600058,600058,9.95,9.964,9.232,8.68,4.78%,10.0904,1.41%,中性,0.778105,3.666770833,3.02751,2.361758333,2.121075,0.4679,54356170,1071910711,10815579073,27.56%,2.81%,0.88%,2.96%,41.71%,72.39968762,强力买入,强力买入,NM-,0.047833708,-
特变电工,600089,600089,14.72,14.286,14.034,13.773,-42.32%,16.8583,14.53%,最低,0.541973,2.934866667,2.239965,1.947658333,2.514220833,0.3721,74679620,5020248734,71086722073,41.86%,17.39%,5.72%,-1.87%,13.42%,12.49303877,强力买入,强力买入,0.922464928,-0.4425386,0.25
广州发展,600098,600098,6.88,6.644,6.618,6.5765,430.73%,6.0742,-11.71%,最低,0.402061,3.014104167,1.989185,3.089925,2.320825,0.1257,28777140,3506306868,23176688397,24.78%,10.56%,4.97%,-1.05%,7.36%,13.38733298,强力买入,强力买入,0.164001965,1.857911734,0.27
长江投资,#N/A,600119,9.1,9.248,9.336,9.1405,0.038757218,5.1945,-0.4292,中性,0.205694,2.601879167,2.706865,1.654879167,0.92353125,0.3114,7018951,365270370,3305696848,NM,0.121909,-0.315684689,-0.032085561,0.031927024,-63.35677708,卖出,强力买入,NM-,0.038757218,-
重庆啤酒,600132,600132,55.07,55.628,55.641,55.495,-1.168211319,85.248,0.548,最低,0.726067,1.7776875,3.011185,1.71733125,4.227652083,0.7321,6044577,483971198,26826523505,0.105336158,0.484631,0.19952416,-0.018069088,-0.105974119,23.17814178,强力卖出,强力卖出,2.136615102,-2.087958921,2.8
乐凯胶片,#N/A,600135,7.53,7.668,7.777,7.9665,-9.185029094,6.2639,-0.1681,中性,0.533627,2.075333333,3.417335,1.727852083,0.8282625,0.2171,11046190,553307099,4205133952,NM,0.131955,-0.044629964,-0.025641026,0.153262519,-41.13150633,强力卖出,中性,NM-,-9.185029094,0
金发科技,#N/A,600143,15.82,16.12,16.285,15.351,0.109739379,12.8798,-0.1859,高,-,3.290995833,2.02056,3.00169375,2.091683333,0.8221,115129500,2583364744,41282168609,-0.333780396,0.107606,0.008963378,-0.037349398,0.868050921,23.11691503,买入,强力买入,NM-,0.109551639,0.1
长春一东,#N/A,600148,21.4,21.422,21.799,22.3105,27.13375888,12.6844,-0.4073,中性,0.641138,2.469325,2.1764025,1.758422917,2.00845,0.6157,2779790,141516450,2991657753,-1.05742488,0.147421,0.014497024,-0.032494279,0.178372352,-7680.558585,卖出,中性,0.579441105,27.13375888,0
建发股份,600153,600153,10.8,11.534,11.388,10.9005,-0.14292204,11.6436,0.0781,中性,0.39617,3.6178625,2.54232,2.615408333,2.1981625,0.3593,20802860,2899538551,33750628733,-0.341253472,0.04855,0.01559412,0.016593886,0.187361857,9.74826265,中性,强力买入,2.895662366,-0.167950768,0.7
永泰能源,#N/A,600157,1.47,1.484,1.467,1.4545,-0.793873117,1.7001,0.1566,中性,-,2.077708333,2.4469175,2.025297917,1.775522917,0.0393,454796900,21584287945,31297217520,0.042581054,0.218152,0.035172252,-0.033333333,-0.152046784,59.53910261,中性,强力买入,4.385095187,-0.793873117,0
中国巨石,600176,600176,16.3,14.122,13.661,13.0525,32.55%,16.2423,-0.35%,中性,1.038291,3.884716667,2.678295,2.834422917,3.211183333,0.6371,31826720,4003136728,62488964324,42.14%,30.34%,23.02%,14.95%,39.82%,21.01649464,强力买入,强力买入,NM-,0.318099518,0.24
雅戈尔,600177,600177,7.37,7.522,7.488,7.4525,-0.529383435,10.6938,0.451,最低,0.301914,2.708604167,2.474518421,2.008245833,2.646391304,0.0907,22539500,4623441902,34629579845,0.185922607,0.40766,0.209465901,-0.014473684,-0.124651869,10.85748011,强力卖出,强力卖出,NM-,-1.149882307,0.5
大唐电信,#N/A,600198,9.26,9.378,9.28,9.0775,-16.31674211,5.4043,-0.4164,中性,0.351006,2.361054167,0.86795,1.793277083,1.829997917,0.3071,34338470,1303603541,12136548966,NM,0.468223,0.026839958,-0.007462687,0.078794902,18382.8086,强力买入,强力买入,NM-,-16.31674211,-
有研新材,600206,600206,24.44,21.47,20.846,20.063,-854.70%,16.992,-30.47%,中性,0.108001,4.014266667,2.665975,1.66670625,2.18705625,1.0029,125159100,846553332,19259088303,100.42%,4.81%,0.76%,7.67%,46.01%,-182.2286261,强力买入,强力买入,NM-,-8.955641679,0.109
Gresgying Digital Energy Technology Co Ltd,#N/A,600212,8.62,8.862,9.074,9.3865,15.7285884,8.9097,0.0336,中性,-0.047128,2.252975,1.6738375,3.528856522,1.287972917,0.3036,17781750,681997813,5974300841,33.82325036,0.277745,0.006862887,-0.027746948,0.158730159,456.3705739,强力卖出,中性,NM-,15.7285884,-
沧州大化,600230,600230,13.54,13.408,13.417,13.3425,-412.69%,18.1813,34.28%,中性,0.229258,2.698279167,2.6549125,2.971870833,1.707670833,0.4829,26032600,413961015,5675405515,505.09%,5.88%,0.37%,1.93%,28.11%,363.7321301,强力买入,强力买入,0.208809438,-4.13410421,0.021
民丰特纸,600235,600235,6.51,6.594,6.59,6.6015,-1.149044278,5.2218,-0.1979,中性,0.635247,2.6969875,1.7822625,1.587135417,2.009945833,0.1979,9346201,351300000,2293989000,-0.247618189,0.165414,0.031805736,-0.03115727,0.154964328,58.99633167,卖出,强力买入,4.256113268,-1.175883257,0.015
国电南自,#N/A,600268,10.14,10.544,10.508,10.1785,0.216770932,12.204,0.2035,中性,0.70594,3.5209,3.10082,3.830275,3.507416667,0.3921,35547540,1015870778,10544738675,0.467495805,0.230076,0.082106606,-0.033519553,0.573171881,24.20348627,中性,强力买入,0.500767311,0.214123122,0.14
航天信息,#N/A,600271,9.11,9.43,9.413,9.4165,NM,8.7715,-0.0372,最低,0.374079,1.6275125,2.6026375,1.31419375,1.895379167,0.2257,27393940,1852884638,17102125208,-4.200491685,0.231837,0.0111799,-0.029442692,0.013629959,1765.841093,强力卖出,中性,NM-,NM,0.004
中央商场,600280,600280,3.61,3.572,3.539,3.5055,108.53%,2.4102,-33.24%,中性,1.185076,2.737179167,1.7089675,1.613370833,1.51783125,0.08,48178420,1128334788,4073288584,-4.75%,47.58%,-5.02%,1.98%,-12.17%,-31.19609596,强力买入,强力买入,NM-,1.085343399,-
钱江水利,#N/A,600283,9.75,9.862,9.892,9.9175,0.796594949,7.7013,-0.2101,最低,0.5351,2.012504167,1.96809,2.821247917,2.37213125,0.1079,8020330,560824898,5462434506,-0.040643518,0.361306,0.166897228,-0.019133938,0.075860773,28.08344251,强力卖出,强力卖出,0.866582076,0.731247307,0.25
远达环保,600292,600292,12.78,12.75,12.696,12.457,-1622.64%,10.0028,-21.73%,中性,0.190967,2.931595833,2.788185,2.706364583,2.133258333,0.4264,10228740,780816890,9822676476,23.39%,13.06%,2.39%,-2.25%,-3.16%,159.216436,强力买入,强力买入,5.023763639,-16.22644459,0
恒顺醋业,#N/A,600305,8.34,8.364,8.251,8.0675,0.354820282,10.5098,0.2602,最低,0.704467,2.753304167,3.26552,2.557177083,2.117995833,0.1729,17969380,1102933808,9264643987,0.405662782,0.356295,0.066250378,0.020656136,0.066427537,55.20026784,强力买入,强力买入,12.73185247,0.352462798,0.1
澳柯玛,#N/A,600336,6.95,7.178,7.332,7.255,0.313014779,6.0048,-0.136,中性,0.553755,2.035695833,1.7749175,1.251008333,1.311852083,0.2179,19907900,798014769,5586103383,2.773078948,0.142353,-0.006485171,-0.048913043,0.035502959,-94.35410319,强力卖出,强力卖出,NM-,0.313471874,0
西藏珠峰,600338,600338,13.05,12.324,12.236,12.0035,7.65%,12.9044,-1.12%,最低,0.645557,2.743516667,2.952697368,3.01521087,3.11139375,0.44,54385940,914210168,11336206083,0.26%,52.69%,27.96%,0.57%,16.71%,28.51980399,强力买入,强力买入,1.071172884,0.076393355,0.055
华夏幸福,600340,600340,2.19,2.22,2.228,2.2105,-0.042941388,1.5232,-0.3045,高,0.875306,1.676175,1.194095,2.461647917,1.114629167,0.0693,70240330,3893355062,8487514035,NM,0.378991,-0.333522594,-0.052173913,-0.189591078,-2.198216732,强力卖出,强力卖出,NM-,-0.042941388,-
盛和资源,#N/A,600392,26.12,24.96,24.546,23.293,0.278882658,16.9601,-0.3507,高,-,4.413083333,1.99603,1.914122917,2.225925,1.7229,321697100,1752826570,47676882704,5.086011521,0.08106,0.065134423,0.090617482,1.665326828,82.44682423,强力买入,强力买入,0.626950844,0.278218853,0.05
*ST安泰,600408,600408,2.22,2.26,2.269,2.278,-0.136572051,2.4301,0.0946,中性,0.991163,1.692441667,2.05299,2.174027083,1.076447917,0.0779,22957700,1006800000,2184756000,NM,0.000244,-0.043613261,-0.068669528,0.058536585,-7.969051322,强力卖出,买入,NM-,-0.136572051,-
北方导航,#N/A,600435,16.87,16.52,16.569,16.8935,-12.98511937,11.5038,-0.3181,中性,0.899852,3.759008333,1.9530125,1.5747625,1.907497917,0.6486,140565300,1510401918,26205473277,5.378339297,0.219024,0.040284843,0.045180723,0.780710488,302.9548943,强力买入,强力买入,NM-,-13.05374447,0.02
杭萧钢构,#N/A,600477,2.7,2.714,2.703,2.68,-0.853660219,2.2683,-0.1599,中性,0.589592,1.9083875,1.38723,1.430760417,1.950225,0.0621,34333480,2358968436,6322035408,0.023987057,0.15511,0.019701838,-0.02189781,0.05654847,716.1141707,买入,强力买入,4.987008559,-0.941463327,0.05
中金黄金,600489,600489,17.57,15.35,14.906,14.839,171.63%,20.1682,14.79%,最低,0.442317,3.9059875,2.9018875,3.532385417,3.6249,0.4157,181801600,4847312564,77411581647,57.71%,16.12%,8.27%,5.41%,36.31%,17.93445105,强力买入,强力买入,0.650201889,1.476980804,0.388
精工钢构,#N/A,600496,3.61,3.524,3.452,3.4,0.885183003,5.2323,0.4494,最低,0.320569,3.285695833,2.734935,2.73286875,2.430789583,0.0779,63370920,1990124341,7244052601,0.058278033,0.120173,0.030622018,0.055072464,0.238207174,14.17211161,强力买入,强力买入,NM-,0.772016475,0.08
驰宏锌锗,#N/A,600497,6.22,6,5.916,5.7935,4.008862418,7.3975,0.1893,最低,0.57781,3.290558333,3.0588575,2.473533333,3.12425625,0.1636,152159100,5040380483,30494301922,1.025250964,0.173102,0.072744012,-0.003294893,0.113647319,20.17189815,强力买入,强力买入,NM-,2.95968441,0.13
康美药业,600518,600518,2.12,2.082,2.083,2.075,-3048.67%,1.8967,-10.54%,中性,0.633775,1.924858333,1.373465,2.962125,1.124045833,0.0557,225116800,13828896690,28210949247,NM,13.53%,0.71%,-3.32%,-12.82%,-129.3370004,强力买入,强力买入,NM-,-30.48665148,-
贵航股份,#N/A,600523,15.53,15.878,16.07,16.151,4.906919157,14.091,-0.0927,中性,0.713794,2.349316667,2.848635,1.888477083,2.699866667,0.5043,9572194,404311320,6315342818,0.111675585,0.221619,0.082052151,-0.046398046,0.322680734,41.16996868,卖出,强力买入,NM-,4.389911512,0.132
山东药玻,#N/A,600529,22.21,22.73,23.05,23.028,-5.480143842,33.049,0.488,最低,0.258222,1.547025,3.258752941,2.934933333,3.315360417,0.3671,10636530,663614113,14772050155,0.056213346,0.297544,0.197475551,-0.055979644,-0.123742561,18.01988625,强力卖出,强力卖出,0.668249757,12.59281645,0.4
中国软件,600536,600536,52.9,53.88,52.796,50.2585,10.53%,36.8597,-30.32%,中性,-,3.001083333,2.862265,1.529641667,1.546079167,2.1936,33213730,930890339,49867795460,117.45%,35.79%,-4.46%,-1.89%,14.74%,232.2211198,强力买入,强力买入,NM-,0.105250745,0
深高速,600548,600548,10.58,10.578,10.535,10.4515,-0.408420649,10.1277,-0.0428,最低,0.452616,3.188645833,2.3248425,1.912675,2.70506875,0.1436,4541147,2537856127,23864576638,0.649542231,0.29569,0.203459278,-0.012126866,-0.195773934,16.75133334,强力买入,卖出,NM-,-0.431244022,0.244
保变电气,#N/A,600550,8.78,8.858,8.886,8.8075,0.525789842,8.4733,-0.0349,中性,1.11242,2.7968,1.897035,3.035029167,2.521533333,0.19,26029640,1841528480,16058128345,1.073939028,0.13635,0.031828418,-0.03003337,0.110828025,115.6495587,卖出,中性,0.67475605,0.525789842,-
大西洋,600558,600558,5.41,5.508,5.531,5.503572072,0.406144342,5.6537,0.0451,中性,0.567992,2.807020833,3.801905,3.679170833,2.971797917,0.1207,18117550,897604831,4838090039,-0.182062869,0.15887,0.068527139,-0.03057554,0.348623853,29.30106961,强力卖出,中性,1.13031,0.39489187,0.1
法拉电子,600563,600563,120,120.612,118.749,114.886,220.98%,159.2589,32.72%,中性,-,2.773545833,3.5766725,3.169302083,4.15645625,4.2364,4000199,225000000,27627750000,17.40%,32.40%,25.23%,4.07%,5.23%,24.24140733,强力买入,强力买入,1.329445428,1.926954816,2
Sinochem Equipment Technology Qingdao Co Ltd,600579,600579,9.14,9.116,9.054,8.978,24.45%,8.3683,-8.44%,高,0.413352,2.8242625,1.738375,1.44330625,0.666895833,0.2329,13583700,494712359,4427675613,NM,18.54%,-24.50%,-2.19%,-26.64%,-4.074393889,强力买入,强力买入,NM-,0.244522904,-
长电科技,#N/A,600584,41.15,39.334,38.302,36.69,-5.332566491,45.333,0.1017,最低,0.640157,2.990758333,2.68941,2.083489583,2.6502125,1.5943,114774400,1789414570,71397641343,0.014200252,0.129652,0.038895058,0.023076923,-0.019813409,50.18198511,强力买入,强力买入,NM-,-5.513518316,0.12
用友网络,600588,600588,16.24,16.812,16.716,16.08,0.188267535,14.0778,-0.1331,中性,0.428571,2.210191667,1.28564,0.946316667,0.94298125,0.7571,75987150,3416997409,56277947326,0.791394728,0.454994,-0.270123671,-0.047976879,0.534948742,-25.56239158,买入,强力买入,NM-,0.188267535,0
金枫酒业,600616,600616,5.95,5.904,5.88,5.812,540.76%,4.6546,-21.77%,中性,1.187039,2.625275,3.33727,1.991065909,1.428372917,0.1593,24214540,669004950,3947129205,81.31%,42.35%,1.12%,-1.67%,4.43%,-1898.949655,强力买入,强力买入,2.100567503,5.370624655,0.05
华鑫股份,#N/A,600621,17.85,18.19,17.625,16.786,2.79170461,14.1051,-0.2098,中性,0.751595,3.1827875,2.935275,2.501779167,1.760869048,0.8271,38966060,1060899292,19043142291,NM,0.662936,0.262148053,0.003914989,0.094620004,40.863142,强力买入,强力买入,NM-,2.657983424,0.113
光大嘉宝,#N/A,600622,2.98,3.078,3.087,3.033,-0.084139759,1.8895,-0.3659,高,0.701521,2.0405875,2.0895325,1.577647917,1.267427083,0.1179,48116250,1499685402,4484059351,-0.423742036,0.36428,-0.754179357,-0.062695925,-0.074303406,-4.93183219,强力卖出,强力卖出,NM-,-0.084139759,-
中华企业,600675,600675,3.06,3.038,3.033,3.0175,0.395369254,4.2949,0.4036,中性,-,2.473329167,3.07049,3.289816667,2.991089583,0.0807,49043860,6046135331,18138405993,-4.173209157,0.620411,0.170184681,-0.029126214,0.067615658,36.84481303,中性,强力买入,0.007630665,0.395369254,0
大商股份,#N/A,600694,19.35,19.64,19.869,19.79,1.798397786,24.4894,0.2656,最低,0.211585,2.0592375,2.8412225,1.980047917,2.9475,0.4,5821335,347767828,6635410158,0.038887607,0.389565,0.137973256,-0.061946903,-0.169172146,12.1111673,强力卖出,强力卖出,NM-,0.979877313,1
舍得酒业,600702,600702,69.35,66.436,62.737,57.778,-131.81%,72.851,5.05%,中性,1.265095,3.141158333,1.8271575,0.892879167,2.340472917,3.4179,30508070,328564580,22467245980,97.16%,62.93%,5.86%,2.06%,4.55%,93.43277249,强力买入,强力买入,NM-,-1.327803817,0.43
曲江文旅,600706,600706,11.4,10.854,10.745,10.5305,-84.65%,9.3886,-17.64%,中性,0.75945,2.978725,2.025535,2.041441667,0.803022917,0.3721,24219460,255059785,2810758830,-124.80%,10.83%,-17.38%,2.23%,14.79%,-16.33482432,强力买入,强力买入,NM-,-0.846467976,-
南宁百货,#N/A,600712,8.1,7.312,7.336,7.0765,0.267606827,4.5621,-0.4368,高,-,4.130479167,1.8841575,1.85635625,1.33685,0.3786,49378050,544655360,4270098022,-0.114891012,0.257681,-0.08618996,0.075445816,0.084370678,-83.25572723,强力买入,强力买入,NM-,0.267606827,-
宁波富达,600724,600724,4.8,4.786,4.771,4.736,-227.20%,3.1126,-35.16%,最低,0.280805,2.387816667,3.513365,1.576133333,3.1986625,0.0921,9528308,1445241071,6835990265,-17.33%,26.67%,17.96%,-2.07%,-23.19%,33.11974013,强力买入,强力买入,NM-,-2.8289019,0.14
重庆百货,600729,600729,29.34,29.438,29.612,29.6765,0.413624895,33.0058,0.1249,最低,0.345115,2.609408333,3.0008875,2.220491667,3.235902083,0.815,4318500,440475577,12936767696,0.042870886,0.200501,0.093684059,-0.020346898,0.053252924,9.58430976,强力卖出,中性,0.768524474,0.343492579,1.3622
辽宁成大,#N/A,600739,12.92,13.18,12.974,12.473,0.016411682,16.8262,0.3023,中性,0.89887,2.964504167,2.3594375,2.116216667,1.713952083,0.3507,19453710,1522315928,19896669178,3.227936779,0.126526,0.091830206,-0.018031555,0.264872099,33.50179976,强力买入,强力买入,NM-,0.01641071,0.02
上实发展,#N/A,600748,4.11,3.94,3.847,3.787,0.089835601,3.0627,-0.2548,高,-,3.141083333,1.8288575,1.485141667,1.223479167,0.1771,17881610,1844562892,7175349649,-0.542448642,0.231548,-0.020818203,-0.020151134,0.080555556,-20.00877209,强力买入,强力买入,0.115484302,0.089835601,0
锦江股份,600754,600754,23.04,23.34,23.206,22.7765,-1.07174039,33.7887,0.4665,最低,0.753068,1.8288375,2.5250975,2.583191667,2.902133333,0.4093,11864570,1067418804,22688402770,0.098622988,0.382709,0.102816278,-0.016094875,-0.120348042,28.83609115,中性,中性,0.367702349,-1.270609824,0.5
浪潮软件,#N/A,600756,16.07,16.27,16.295,15.873,0.662994373,12.9993,-0.1911,中性,0.387825,2.242258333,1.2792375,1.87631087,1.5969875,0.5779,11344840,324098753,5166134122,-0.546014915,0.382663,-0.029007187,-0.043791242,0.11235171,-112.3648289,买入,强力买入,NM-,0.662994373,0
长江传媒,#N/A,600757,9.03,9.254,9.391,9.521,10.9617449,9.883,0.0945,最低,0.5027,3.254983333,2.9533875,2.677266667,3.304616667,0.1579,21756970,1213650273,11226265025,0.528284812,0.333294,0.142402334,-0.020127119,0.008320919,13.25638285,强力卖出,强力卖出,2.240188076,2.312470316,0.41
中国海防,#N/A,600764,35.14,35.752,35.751,35.600155302685,-7.122876861,28.1298,-0.1995,中性,0.860579,3.0186875,2.823335,1.391325,2.202672917,1.4571,14915810,710629386,25426319431,5.122846897,0.273569,0.090806069,-0.026924123,0.265474912,179.3303532,中性,强力买入,NM-,-7.51348001,0.131
鲁抗医药,600789,600789,10.01,10.186,10.244,10.265,0.500400623,9.1839,-0.0825,最低,0.193421,2.509616667,1.8145575,3.111683333,2.623447917,0.1379,21689530,898669632,8986696320,-0.11714401,0.21969,0.071874224,-0.037536092,0.058921333,38.28444141,强力卖出,卖出,1.085688812,0.476492153,0.09
浙大网新,#N/A,600797,11.97,11.958,11.608,10.8705,2.003438939,8.3176,-0.3051,中性,0.214531,2.948608333,2.813655,1.809397917,1.91411875,0.775,103532100,1027526370,11539121135,0.718847202,0.189688,-0.00427753,-0.081766149,0.564066852,-146.5952943,强力买入,强力买入,NM-,2.003438939,0
人民同泰,600829,600829,8.32,8.274,8.279,8.281,-0.699684174,8.3678,0.0057,中性,0.367697,2.6603125,2.4985275,2.229572917,2.334916667,0.1914,5227544,579888597,4743488723,0.164588909,0.080297,0.020555594,-0.018007203,0.090666667,31.95834263,强力买入,买入,NM-,-0.699684174,0
上海九百,#N/A,600838,9.16,9.062,8.968,8.817111098,-3.618619811,6.9103,-0.2456,中性,0.649484,3.328758333,2.2590075,1.867430435,1.983066667,0.2843,26094380,400881981,3704149504,NM,0.223606,0.477515315,0.028953229,-0.046833547,86.49639467,强力买入,强力买入,NM-,-3.673636957,0.032
石化油服,#N/A,600871,2.07,2.076,2.065,2.0435,-6.801054879,2.8438,0.3738,中性,-,2.597554167,1.8118725,2.91215,2.3691875,0.045,112300900,18957045833,31602774301,-0.287530517,0.079179,0.013943095,-0.019138756,0.004901961,40.0213194,买入,强力买入,1.020052426,-6.801054879,-
中炬高新,600872,600872,19.2,19.464,19.318,19.104,-0.329437799,26.961,0.4042,最低,0.79725,1.835570833,3.2542875,1.817358333,3.959391667,0.3571,15444330,774928744,14816637585,-0.141161402,0.401502,0.2060543,-0.033367037,-0.111910792,17.80579741,中性,中性,2.089119943,-0.343324957,0.42
东方电气,600875,600875,19.87,20.136,19.9897529067976,19.779201700191,-4.70681869,19.8382,-0.0016,中性,-,2.982341667,2.531665,2.579154348,2.28965,0.4579,44265330,3390360326,65812876145,0.490729088,0.135137,0.059270819,-0.042130751,0.270020783,21.38732741,中性,强力买入,0.979578632,-8.683086545,0.403
张江高科,#N/A,600895,38.56,36.69,35.582,35.1241881488939,1.815776012,22.3565,-0.4202,中性,0.628865,4.31625,1.4909725,2.064852083,2.560008333,1.885,182930400,1548689550,58834716004,0.066395547,0.411034,0.58101416,0.060284678,0.423262861,124.1898088,强力买入,强力买入,NM-,1.755415539,0.19
贵州燃气,#N/A,600903,6.96,7.084,7.121,7.061,-3.602296308,6.372,-0.0845,中性,0.337751,2.125745833,1.583205,2.020916667,1.906366667,0.1357,13581210,1150008428,8015558743,0.014708558,0.135484,0.02146558,-0.027894003,-0.101644772,228.5704609,强力卖出,强力卖出,2.209572534,-3.657117673,0.036
岳阳林纸,#N/A,600963,4.72,4.856,4.854,4.828,-2.478172394,4.0912,-0.1332,中性,0.769268,1.843691667,1.4083475,1.314377083,1.543291667,0.1407,24899460,1757567854,8401174342,1.788915145,0.103137,0.005476659,-0.036290323,-0.052580007,44.36448744,强力卖出,中性,5.953338871,-2.508560362,0.0301
健民集团,600976,600976,42.63,41.682,41.663,41.711,-60.18%,61.9477,45.31%,最低,0.557191,2.590920833,2.675725,2.185558333,2.9746,0.8636,4930735,153398600,6508702598,113.98%,56.91%,11.25%,2.19%,3.98%,23.86517676,强力买入,强力买入,NM-,-0.645243053,0.9
建设机械,#N/A,600984,3.57,3.616,3.623,3.5595,0.272237226,3.4495,-0.0338,中性,0.435935,2.177258333,1.70541,1.337683333,0.7155375,0.1386,27866660,1257043925,4512787690,0.212359245,-0.038865,-0.440617324,-0.016438356,0.12539185,-5.255030123,中性,强力买入,NM-,0.272237226,-
赤峰黄金,600988,600988,28.05,25.346,24.828,24.846,31.97%,33.9498,21.03%,最低,0.322042,3.435266667,3.4808625,4.2343,4.215058333,0.8157,95489750,1885228578,48468246118,59.12%,47.67%,34.73%,2.65%,67.42%,23.79451168,强力买入,强力买入,0.225228414,0.317222315,0.16
唐山港,#N/A,601000,3.93,4.022,4.027,4.0405,-1.939394444,4.9041,0.2479,最低,0.357388,2.357516667,4.1638425,2.555747917,3.598722917,0.0364,59096360,5925928614,23585195883,-0.017730403,0.436199,0.449236522,-0.017283951,-0.113363246,13.1957496,强力卖出,强力卖出,5.023946423,-7.808217335,0.2
文峰股份,601010,601010,2.7,2.7,2.691,2.6485,3.806300017,2.5411,-0.0589,中性,0.350515,2.284933333,2.6992925,1.652008696,2.646789583,0.0621,25326350,1793764800,4771414368,-0.101707123,0.508146,0.091392962,-0.022058824,-0.003520103,38.27913359,强力买入,中性,NM-,3.806300017,0
春秋航空,601021,601021,52.38,53.706,53.327,52.975,-0.987570772,60.3422,0.152,中性,0.575846,2.373495833,2.611505,3.253966667,3.18751875,0.9321,5861576,971212559,51814190022,0.11309371,0.124399,,-0.002057613,-0.06075117,24.95486931,强力卖出,强力卖出,0.061925472,-1.054271067,0.82
玉龙股份,#N/A,601028,12.83,12.7159999847412,12.3630001068115,11.8945000171661,-,NM,NM,高,0.628611,,,,,0.4557,144724448,777927005,9980803474,-,0.481501,-,0.130396431,0.130396431,-,强力买入,强力买入,-,-,#ERROR!
中信金属,#N/A,601061,9.31,8.792,8.72,8.4865,0.275659576,8.8336,-0.0512,中性,0.683689,3.2543875,2.822435,3.082111111,2.687197917,0.2936,50679710,4900000000,44198000000,0.065118676,0.013327,0.02503788,0.029680365,0.269737416,18.99636769,强力买入,强力买入,0.120973835,0.267414068,0.168
国芳集团,601086,601086,12.49,12.154,11.61,11.1635,-4.681716353,6.6382,-0.4685,高,-,4.099008333,2.965592105,1.546310417,2.421591667,0.8557,77006890,660285600,8299789992,0.047865653,0.434854,0.106114846,0.114361702,1.15377495,159.0761168,强力买入,买入,NM-,-4.76204451,0.08
中国一重,#N/A,601106,3.01,3.06,3.035,3.007,0.196687911,2.4635,-0.1816,中性,0.356406,2.461154167,1.3375625,0.972629167,0.49951875,0.0714,36975800,6857782927,20779082268,1.028431933,-0.007156,-0.237814953,-0.013029316,0.041237113,-6.030091343,中性,强力买入,NM-,0.196687911,-
